L_FCC_x,L_FM1_x,L_FM2_x,L_FM5_x,R_FCC_x,R_FM1_x,R_FM2_x,R_FM5_x,L_FCC_y,L_FM1_y,L_FM2_y,L_FM5_y,R_FCC_y,R_FM1_y,R_FM2_y,R_FM5_y,L_FCC_z,L_FM1_z,L_FM2_z,L_FM5_z,R_FCC_z,R_FM1_z,R_FM2_z,R_FM5_z
0.571462,0.795087,0.792596,0.75574,0.569092,0.764081,0.769008,0.720296,0.588548,0.566664,0.614327,0.673509,0.432958,0.456769,0.408038,0.356169,0.077221,0.053671,0.062463,0.041569,0.181864,0.073171,0.083154,0.076471
0.568305,0.791889,0.789411,0.752561,0.576829,0.773908,0.77867,0.730142,0.588535,0.566692,0.614349,0.673537,0.432695,0.45687,0.408102,0.356229,0.077254,0.05363,0.062435,0.041554,0.176784,0.071899,0.081881,0.074208
0.565138,0.788691,0.786228,0.74939,0.584714,0.783811,0.788401,0.740058,0.588521,0.566717,0.614368,0.673564,0.432445,0.456916,0.408112,0.35625,0.07729,0.053586,0.062407,0.041542,0.171724,0.070693,0.080679,0.072014
0.561964,0.785492,0.783048,0.746229,0.592737,0.793781,0.798194,0.750039,0.588505,0.56674,0.614385,0.673589,0.4322,0.456904,0.408068,0.356231,0.077327,0.053542,0.062378,0.041534,0.166698,0.069564,0.079559,0.069901
0.558784,0.782296,0.779873,0.743077,0.60089,0.80381,0.808041,0.76008,0.588488,0.566759,0.614399,0.673612,0.431951,0.456837,0.407973,0.356169,0.077364,0.053497,0.062349,0.04153,0.16172,0.068525,0.078534,0.067882
0.5556,0.779103,0.776704,0.739933,0.609164,0.813887,0.817933,0.770176,0.588471,0.566775,0.614411,0.673634,0.431689,0.456713,0.407829,0.356063,0.0774,0.053453,0.062321,0.041529,0.156804,0.067588,0.077615,0.065969
0.552415,0.775916,0.77354,0.736796,0.617551,0.824002,0.827861,0.780319,0.588453,0.566789,0.614422,0.673654,0.431409,0.456535,0.407636,0.355914,0.077433,0.053411,0.062293,0.041533,0.151963,0.066765,0.076813,0.064175
0.54923,0.772736,0.770383,0.733665,0.626041,0.834147,0.837817,0.790503,0.588437,0.566801,0.614431,0.673673,0.431101,0.456302,0.407398,0.355718,0.077463,0.053372,0.062266,0.041538,0.147211,0.066068,0.076141,0.062513
0.546047,0.769564,0.767231,0.730539,0.634626,0.844309,0.84779,0.800721,0.588422,0.566813,0.61444,0.673691,0.430761,0.456017,0.407116,0.355476,0.077488,0.053336,0.062237,0.041546,0.142559,0.065505,0.075607,0.060994
0.542869,0.7664,0.764083,0.727413,0.643295,0.854479,0.85777,0.810963,0.588411,0.566825,0.614449,0.673709,0.430384,0.455679,0.406791,0.355188,0.077509,0.053302,0.062206,0.041553,0.138018,0.065088,0.075223,0.05963
0.539694,0.763243,0.760939,0.724287,0.652037,0.864645,0.867746,0.821221,0.588403,0.566838,0.614457,0.673725,0.429966,0.455291,0.406425,0.354853,0.077524,0.053272,0.062172,0.04156,0.133599,0.064825,0.074996,0.058432
0.536525,0.760093,0.757798,0.72116,0.660843,0.874795,0.877706,0.831482,0.588397,0.566852,0.614466,0.673741,0.429507,0.454856,0.40602,0.354471,0.077535,0.053244,0.062134,0.041564,0.129311,0.064723,0.074935,0.05741
0.533362,0.75695,0.75466,0.718028,0.6697,0.884919,0.887638,0.841735,0.588394,0.566867,0.614475,0.673756,0.429006,0.454374,0.405578,0.354046,0.077542,0.053219,0.062094,0.041567,0.125164,0.06479,0.075047,0.056572
0.530205,0.753812,0.751525,0.714893,0.678598,0.895003,0.897528,0.851966,0.588395,0.566884,0.614483,0.673771,0.428466,0.453851,0.405098,0.353578,0.077545,0.053195,0.062052,0.041566,0.121166,0.06503,0.075335,0.055925
0.527054,0.75068,0.748393,0.711754,0.687523,0.905034,0.907365,0.862161,0.588398,0.566902,0.61449,0.673786,0.427891,0.453289,0.404584,0.353072,0.077546,0.053174,0.062008,0.041562,0.117324,0.065447,0.075805,0.055473
0.523909,0.747551,0.745263,0.708611,0.696464,0.914998,0.917132,0.872303,0.588405,0.56692,0.614497,0.673801,0.427287,0.452693,0.404037,0.352531,0.077546,0.053153,0.061965,0.041555,0.113646,0.066044,0.076457,0.055219
0.520771,0.744425,0.742136,0.705465,0.705408,0.924882,0.926817,0.882377,0.588416,0.566938,0.614502,0.673815,0.426662,0.452067,0.40346,0.351959,0.077547,0.053133,0.061921,0.041545,0.110136,0.066819,0.077291,0.055164
0.517637,0.741298,0.739011,0.702315,0.714341,0.93467,0.936404,0.892365,0.58843,0.566956,0.614506,0.67383,0.426023,0.451418,0.402858,0.351362,0.077553,0.053113,0.061877,0.041531,0.106803,0.067772,0.078305,0.055306
0.514508,0.738172,0.735889,0.699163,0.723249,0.944345,0.945876,0.902252,0.588447,0.566972,0.61451,0.673844,0.425381,0.450752,0.402235,0.350746,0.077563,0.053091,0.061832,0.041515,0.103651,0.068899,0.079495,0.055644
0.511381,0.735043,0.732769,0.696008,0.732119,0.953893,0.955217,0.912019,0.588466,0.566987,0.614513,0.673859,0.424746,0.450074,0.401596,0.350115,0.07758,0.053068,0.061787,0.041497,0.100684,0.070196,0.080853,0.05617
0.508256,0.731913,0.729652,0.692851,0.740934,0.963297,0.964413,0.92165,0.588484,0.566999,0.614517,0.673873,0.424126,0.449391,0.40095,0.349477,0.077604,0.053043,0.06174,0.041476,0.097908,0.071655,0.082371,0.056878
0.505132,0.72878,0.726537,0.689694,0.749681,0.972542,0.973446,0.931127,0.588501,0.567009,0.614522,0.673888,0.42353,0.44871,0.400301,0.348839,0.077635,0.053014,0.061691,0.041453,0.095325,0.07327,0.084038,0.057758
0.502008,0.725646,0.723425,0.686535,0.758344,0.981612,0.982303,0.940436,0.588517,0.567018,0.614527,0.673903,0.422966,0.448039,0.399656,0.348207,0.077673,0.052982,0.06164,0.041429,0.092937,0.075033,0.085845,0.058798
0.498886,0.72251,0.720316,0.683376,0.766905,0.990493,0.990968,0.949561,0.588531,0.567025,0.614534,0.673917,0.422438,0.447385,0.399023,0.347588,0.077717,0.052946,0.061585,0.041403,0.090746,0.076934,0.087776,0.059986
0.495763,0.719375,0.717209,0.680216,0.775349,0.999172,0.999429,0.958488,0.588544,0.567033,0.614542,0.673932,0.421951,0.446754,0.398406,0.346989,0.077769,0.052907,0.061527,0.041376,0.088751,0.078963,0.08982,0.061307
0.492641,0.716242,0.714104,0.677056,0.783659,1.007635,1.007672,0.967202,0.588555,0.567042,0.614552,0.673947,0.421506,0.446153,0.397812,0.346413,0.077828,0.052864,0.061465,0.041348,0.08695,0.081107,0.091961,0.062749
0.48952,0.71311,0.711001,0.673897,0.791817,1.015867,1.015685,0.975691,0.588566,0.567053,0.614565,0.673961,0.421102,0.445588,0.397245,0.345866,0.077893,0.052818,0.061398,0.04132,0.08534,0.083353,0.094185,0.064296
0.486401,0.709981,0.707897,0.670737,0.799806,1.023854,1.023458,0.983944,0.588577,0.567066,0.614579,0.673977,0.420737,0.445062,0.396709,0.345351,0.077964,0.052769,0.061327,0.04129,0.083913,0.085686,0.096477,0.065934
0.483282,0.706855,0.704793,0.667577,0.807606,1.031584,1.030978,0.991949,0.588589,0.567082,0.614593,0.673993,0.420405,0.444578,0.396206,0.34487,0.078042,0.052718,0.061252,0.04126,0.082664,0.08809,0.098822,0.067646
0.480165,0.703731,0.701688,0.664417,0.815199,1.039044,1.038236,0.999696,0.588602,0.5671,0.614607,0.674011,0.420099,0.44414,0.395739,0.344424,0.078124,0.052663,0.061174,0.041228,0.081583,0.090547,0.101203,0.06942
0.47705,0.70061,0.698581,0.661259,0.822565,1.046221,1.045222,1.007175,0.588617,0.56712,0.61462,0.67403,0.419809,0.443747,0.395309,0.344013,0.078212,0.052607,0.061094,0.041196,0.080658,0.09304,0.103606,0.071238
0.473937,0.697492,0.695475,0.658102,0.829684,1.053105,1.051928,1.014374,0.588633,0.567143,0.614633,0.674052,0.419526,0.443399,0.394917,0.343637,0.078306,0.052548,0.061014,0.041161,0.079877,0.095549,0.106013,0.073087
0.470827,0.694378,0.692369,0.654947,0.836535,1.059684,1.058344,1.021285,0.588652,0.567168,0.614646,0.674076,0.419241,0.443094,0.394564,0.343294,0.078404,0.052487,0.060934,0.041126,0.079228,0.098056,0.108407,0.074948
0.46772,0.691268,0.689265,0.651795,0.843101,1.065949,1.064463,1.027896,0.588673,0.567195,0.61466,0.674102,0.418947,0.442832,0.394247,0.342982,0.078508,0.052425,0.060853,0.041089,0.078696,0.100539,0.110771,0.076807
0.464617,0.688162,0.686164,0.648645,0.849363,1.07189,1.070276,1.034196,0.588695,0.567223,0.614675,0.67413,0.418642,0.442608,0.393966,0.342701,0.078617,0.052361,0.060772,0.041051,0.078266,0.102978,0.113088,0.078645
0.461517,0.685062,0.683065,0.645499,0.855307,1.077499,1.075775,1.040175,0.588718,0.567253,0.614689,0.67416,0.418324,0.44242,0.393718,0.342446,0.078731,0.052295,0.060691,0.041012,0.077923,0.105352,0.115339,0.080445
0.458421,0.681968,0.679968,0.642356,0.860917,1.082767,1.080953,1.04582,0.588742,0.567285,0.614704,0.674192,0.417996,0.442261,0.393501,0.342218,0.078851,0.052228,0.06061,0.040973,0.077651,0.107639,0.117505,0.082187
0.45533,0.67888,0.676876,0.639215,0.866182,1.087688,1.0858,1.051119,0.588764,0.567319,0.614718,0.674224,0.417662,0.442128,0.393309,0.342013,0.078977,0.052161,0.060529,0.040934,0.077434,0.109818,0.119568,0.083854
0.452244,0.6758,0.673786,0.636077,0.871089,1.092256,1.09031,1.056061,0.588785,0.567355,0.614731,0.674255,0.417331,0.442015,0.393141,0.34183,0.079109,0.052092,0.060448,0.040896,0.077256,0.11187,0.121509,0.085426
0.449163,0.672727,0.670701,0.632942,0.875629,1.096465,1.094476,1.060633,0.588802,0.567393,0.614743,0.674285,0.41701,0.441918,0.392991,0.341666,0.079247,0.052023,0.060368,0.040858,0.077102,0.113775,0.12331,0.086884
0.446088,0.669662,0.667619,0.62981,0.879792,1.100311,1.09829,1.064823,0.588816,0.567434,0.614754,0.674313,0.41671,0.441832,0.392856,0.341521,0.079393,0.051955,0.060288,0.04082,0.076957,0.115515,0.124954,0.088208
0.443019,0.666603,0.66454,0.62668,0.883571,1.103791,1.101746,1.068621,0.588824,0.567478,0.614765,0.674338,0.416441,0.441752,0.39273,0.341392,0.079545,0.051887,0.060207,0.040785,0.076807,0.117074,0.126422,0.089381
0.439957,0.663552,0.661464,0.623551,0.886959,1.106904,1.104841,1.072018,0.588826,0.567524,0.614776,0.674359,0.416211,0.441676,0.392612,0.341278,0.079705,0.05182,0.060124,0.04075,0.076641,0.118435,0.127699,0.090386
0.4369,0.660504,0.658391,0.620425,0.88995,1.109649,1.10757,1.075006,0.588821,0.567571,0.614788,0.674377,0.416029,0.4416,0.392497,0.341177,0.079874,0.051753,0.060041,0.040717,0.076447,0.119584,0.128769,0.09121
0.433851,0.65746,0.655323,0.617299,0.892539,1.112026,1.109932,1.077579,0.588807,0.567618,0.6148,0.674391,0.4159,0.441523,0.392385,0.34109,0.080052,0.051688,0.059957,0.040687,0.076216,0.120508,0.129621,0.091839
0.430808,0.654419,0.652258,0.614175,0.894726,1.114038,1.111926,1.079736,0.588784,0.567665,0.614813,0.674402,0.415828,0.441444,0.392275,0.341015,0.08024,0.051622,0.059873,0.040658,0.075943,0.121195,0.13024,0.092263
0.427773,0.651378,0.649197,0.611052,0.89651,1.115687,1.113555,1.081477,0.588752,0.56771,0.614828,0.67441,0.415814,0.441365,0.392168,0.340952,0.080441,0.051557,0.059791,0.040632,0.075624,0.121633,0.13062,0.092475
0.424745,0.648338,0.646141,0.607929,0.897895,1.11698,1.114823,1.082807,0.58871,0.567752,0.614843,0.674414,0.415857,0.441287,0.392066,0.340903,0.080654,0.051492,0.059711,0.040608,0.075256,0.121817,0.130752,0.092472
0.421725,0.645299,0.643089,0.604807,0.898886,1.117923,1.115738,1.083733,0.588659,0.567792,0.614859,0.674415,0.415954,0.441214,0.391972,0.340868,0.080882,0.051428,0.059633,0.040586,0.074841,0.12174,0.130633,0.092251
0.418712,0.642261,0.640039,0.601684,0.899493,1.118527,1.116309,1.084269,0.588597,0.56783,0.614877,0.674413,0.416102,0.441149,0.391891,0.340849,0.081127,0.051365,0.059555,0.040567,0.074381,0.1214,0.130263,0.091815
0.415707,0.639223,0.636991,0.598562,0.899729,1.118802,1.116551,1.08443,0.588526,0.567865,0.614895,0.674408,0.416294,0.441099,0.391828,0.340849,0.081391,0.051303,0.059478,0.040551,0.073883,0.120798,0.129642,0.091168
0.41271,0.636186,0.633945,0.595439,0.899609,1.118765,1.11648,1.084234,0.588445,0.567897,0.614913,0.674401,0.416523,0.441066,0.391789,0.340869,0.081675,0.051242,0.059401,0.040537,0.073355,0.119938,0.128777,0.090316
0.409721,0.633149,0.630901,0.592317,0.899155,1.118432,1.116115,1.083705,0.588357,0.567927,0.614932,0.674392,0.416784,0.441058,0.391779,0.340913,0.081983,0.051182,0.059326,0.040526,0.072806,0.118827,0.127674,0.089269
0.40674,0.630114,0.627857,0.589194,0.89839,1.117824,1.115479,1.08287,0.588261,0.567955,0.614949,0.674381,0.417069,0.441078,0.391804,0.340984,0.082317,0.051125,0.059252,0.040517,0.072251,0.117475,0.126344,0.088039
0.403767,0.627078,0.624815,0.58607,0.897342,1.116965,1.114599,1.081758,0.588161,0.56798,0.614966,0.674369,0.417372,0.44113,0.391866,0.341082,0.08268,0.05107,0.059182,0.040511,0.071703,0.115894,0.124799,0.086638
0.400802,0.624044,0.621775,0.582946,0.896041,1.115881,1.113504,1.080399,0.588057,0.568004,0.614981,0.674355,0.417684,0.441215,0.391968,0.341209,0.083075,0.051018,0.059115,0.040507,0.071179,0.1141,0.123055,0.085081
0.397846,0.621009,0.618735,0.579822,0.894519,1.1146,1.112224,1.078829,0.587952,0.568026,0.614994,0.67434,0.417999,0.441335,0.392111,0.341366,0.083506,0.05097,0.059053,0.040505,0.070696,0.11211,0.121128,0.083384
0.394899,0.617975,0.615695,0.576697,0.892812,1.113152,1.110792,1.077081,0.587849,0.568046,0.615006,0.674324,0.418311,0.441489,0.392291,0.34155,0.083976,0.050924,0.058993,0.040506,0.070272,0.109942,0.119037,0.081563
0.39196,0.614939,0.612656,0.573572,0.890953,1.111566,1.109241,1.07519,0.587749,0.568066,0.615017,0.674307,0.418612,0.441672,0.392505,0.34176,0.084489,0.050883,0.058938,0.040509,0.069921,0.107617,0.116801,0.079636
0.38903,0.611903,0.609615,0.570448,0.888976,1.109873,1.107602,1.073189,0.587656,0.568084,0.615028,0.67429,0.418895,0.44188,0.392747,0.341991,0.085048,0.050846,0.058887,0.040515,0.069656,0.105157,0.114441,0.07762
0.38611,0.608867,0.606575,0.567325,0.886913,1.108099,1.105902,1.071107,0.58757,0.568102,0.615038,0.674272,0.419156,0.442106,0.393009,0.342238,0.085659,0.050814,0.05884,0.040524,0.069485,0.102587,0.111979,0.075532
0.383201,0.605829,0.603536,0.564205,0.88479,1.106265,1.104164,1.068968,0.587495,0.568119,0.615048,0.674255,0.419388,0.442341,0.393281,0.342494,0.086323,0.050786,0.058798,0.040537,0.069411,0.09993,0.109436,0.073391
0.380305,0.602792,0.600499,0.561087,0.88263,1.10439,1.102405,1.066792,0.58743,0.568136,0.615059,0.674237,0.419588,0.442578,0.393553,0.342753,0.087047,0.050763,0.058763,0.040553,0.069433,0.097212,0.106833,0.071213
0.377423,0.599756,0.597465,0.557973,0.880447,1.102485,1.100636,1.064591,0.587376,0.568152,0.615071,0.674218,0.419751,0.442809,0.393818,0.343005,0.087833,0.050746,0.058735,0.040575,0.069546,0.094459,0.104191,0.069016
0.37456,0.596721,0.594435,0.554864,0.878253,1.100557,1.09886,1.062371,0.587333,0.568168,0.615086,0.674199,0.419876,0.443024,0.394064,0.343244,0.088685,0.050734,0.058714,0.040602,0.069743,0.091696,0.10153,0.066818
0.371716,0.593689,0.591412,0.551761,0.876053,1.098608,1.097077,1.060135,0.587302,0.568184,0.615103,0.674179,0.419965,0.443219,0.394285,0.343461,0.089607,0.050727,0.058699,0.040635,0.070013,0.088949,0.098872,0.064637
0.368896,0.590662,0.588395,0.548665,0.873848,1.096636,1.095281,1.05788,0.58728,0.5682,0.615122,0.674157,0.420019,0.443386,0.394475,0.34365,0.090603,0.050726,0.058692,0.040676,0.070344,0.086243,0.096236,0.062491
0.366103,0.587641,0.585387,0.545577,0.871637,1.094638,1.093465,1.055603,0.587268,0.568215,0.615145,0.674134,0.42004,0.443522,0.394628,0.343804,0.091676,0.050731,0.058691,0.040725,0.070724,0.0836,0.093644,0.060399
0.36334,0.584626,0.582388,0.542498,0.869414,1.092608,1.091621,1.053298,0.587264,0.568231,0.615169,0.674108,0.420032,0.443626,0.394743,0.343919,0.092829,0.05074,0.058696,0.040783,0.07114,0.081042,0.091114,0.05838
0.360611,0.581619,0.5794,0.539429,0.867171,1.090541,1.089737,1.05096,0.587267,0.568246,0.615196,0.674081,0.419997,0.443697,0.39482,0.343993,0.094067,0.050755,0.058707,0.040853,0.071579,0.078587,0.088666,0.056453
0.35792,0.57862,0.576422,0.536369,0.864901,1.088429,1.087805,1.048584,0.587275,0.568261,0.615222,0.674051,0.419939,0.443739,0.394862,0.344025,0.095391,0.050773,0.058725,0.040935,0.072028,0.076254,0.086317,0.054636
0.35527,0.575631,0.573457,0.533321,0.862593,1.086266,1.085814,1.046165,0.587288,0.568276,0.615249,0.674019,0.419861,0.443756,0.394876,0.344017,0.096806,0.050795,0.058748,0.04103,0.072476,0.074057,0.084086,0.052948
0.352667,0.572652,0.570504,0.530285,0.86024,1.084045,1.083757,1.043703,0.587304,0.568291,0.615274,0.673983,0.419765,0.443754,0.394868,0.343972,0.098316,0.05082,0.058777,0.041141,0.072913,0.072007,0.081987,0.051403
0.350115,0.569682,0.567564,0.527261,0.857835,1.081762,1.081626,1.041194,0.587321,0.568305,0.615296,0.673944,0.419655,0.443743,0.39485,0.343897,0.099924,0.050847,0.058809,0.041269,0.073329,0.070113,0.080033,0.050015
0.347619,0.566724,0.564636,0.52425,0.85537,1.079411,1.079417,1.03864,0.587338,0.568318,0.615314,0.673901,0.419535,0.443732,0.39483,0.343799,0.101633,0.050876,0.058843,0.041415,0.073719,0.068382,0.078236,0.048792
0.345186,0.563777,0.561721,0.521251,0.852843,1.07699,1.077126,1.036039,0.587354,0.568328,0.615326,0.673853,0.419407,0.443729,0.394819,0.343684,0.103449,0.050905,0.058879,0.041581,0.074077,0.066815,0.076602,0.047738
0.342822,0.560843,0.558819,0.518267,0.850251,1.074496,1.074751,1.033391,0.587366,0.568334,0.615331,0.673799,0.419275,0.443741,0.394822,0.343561,0.105377,0.050934,0.058915,0.041768,0.074399,0.06541,0.075135,0.046853
0.340534,0.557921,0.555929,0.515295,0.847595,1.071931,1.072292,1.030696,0.587371,0.568335,0.615327,0.673738,0.419143,0.443773,0.394845,0.343436,0.10742,0.050964,0.05895,0.041979,0.074684,0.064162,0.073833,0.046129
0.338328,0.555013,0.553053,0.512338,0.844876,1.069296,1.069752,1.027955,0.587367,0.568328,0.615313,0.673671,0.419014,0.443827,0.394888,0.343314,0.109584,0.050994,0.058984,0.042215,0.074932,0.063063,0.072691,0.045553
0.336214,0.55212,0.550191,0.509394,0.842098,1.066595,1.067133,1.025167,0.587351,0.568313,0.615289,0.673597,0.41889,0.443902,0.39495,0.343199,0.111874,0.051023,0.059017,0.042478,0.075145,0.062102,0.0717,0.045112
0.334199,0.549243,0.547344,0.506463,0.839264,1.063832,1.064442,1.022335,0.58732,0.568286,0.615253,0.673513,0.418772,0.443995,0.395029,0.343092,0.114295,0.051053,0.059047,0.042772,0.075324,0.061268,0.070847,0.044788
0.332292,0.546385,0.544514,0.503546,0.83638,1.061014,1.061684,1.019461,0.587268,0.568248,0.615206,0.673421,0.418663,0.444102,0.395121,0.342994,0.116851,0.051084,0.059076,0.0431,0.075473,0.060547,0.07012,0.044565
0.330501,0.543546,0.541704,0.500642,0.833451,1.058147,1.058864,1.016547,0.587194,0.568197,0.615147,0.673319,0.418561,0.44422,0.395223,0.342905,0.119546,0.051116,0.059104,0.043464,0.075593,0.059927,0.069502,0.044424
0.328837,0.54073,0.538915,0.497752,0.830482,1.055237,1.055992,1.013598,0.587092,0.568133,0.615075,0.673206,0.418468,0.444343,0.395331,0.342826,0.122385,0.05115,0.059131,0.043869,0.075688,0.059394,0.068981,0.04435
0.327308,0.537941,0.536152,0.494878,0.827481,1.052289,1.053072,1.010617,0.58696,0.568056,0.614989,0.673082,0.418384,0.444468,0.395442,0.342756,0.125369,0.051187,0.05916,0.044317,0.075761,0.058937,0.068541,0.044327
0.325924,0.535181,0.533418,0.492022,0.824451,1.049311,1.050113,1.007607,0.586796,0.567966,0.614891,0.672946,0.418309,0.444592,0.395552,0.342695,0.128502,0.051229,0.059195,0.044815,0.075814,0.058546,0.068171,0.04434
0.324694,0.532453,0.53072,0.489187,0.821399,1.046308,1.047122,1.004575,0.586595,0.567862,0.614779,0.672799,0.418243,0.44471,0.39566,0.342642,0.131784,0.051279,0.059238,0.045365,0.075851,0.058209,0.067858,0.044378
0.323628,0.529763,0.52806,0.486378,0.818329,1.043285,1.044104,1.001523,0.586358,0.567747,0.614653,0.67264,0.418186,0.44482,0.395763,0.342599,0.135217,0.051339,0.059293,0.045974,0.075872,0.057918,0.067592,0.04443
0.322734,0.527113,0.525445,0.483602,0.815246,1.040246,1.041066,0.998455,0.586084,0.56762,0.614514,0.67247,0.418139,0.444921,0.39586,0.342564,0.138799,0.051413,0.059365,0.046647,0.075881,0.057665,0.067365,0.04449
0.322022,0.524507,0.522878,0.480864,0.812154,1.037195,1.038014,0.995375,0.585771,0.567482,0.61436,0.67229,0.418103,0.445013,0.39595,0.342536,0.142529,0.051507,0.059458,0.04739,0.075879,0.057441,0.067168,0.04455
0.321499,0.52195,0.520363,0.478171,0.809056,1.034137,1.034951,0.992285,0.58542,0.567334,0.614194,0.6721,0.418079,0.445095,0.396034,0.342516,0.146405,0.051626,0.059577,0.048208,0.075868,0.057241,0.066994,0.044607
0.321172,0.519445,0.517903,0.475528,0.805954,1.031074,1.031881,0.989188,0.585032,0.567178,0.614015,0.6719,0.418066,0.44517,0.396113,0.342503,0.150423,0.051777,0.05973,0.049107,0.075849,0.057059,0.066839,0.044658
0.321049,0.516997,0.515502,0.47294,0.802851,1.028008,1.028808,0.986086,0.584607,0.567014,0.613824,0.67169,0.418066,0.445238,0.396186,0.342497,0.154581,0.051967,0.059921,0.050091,0.075824,0.056891,0.066697,0.044703
0.321134,0.514609,0.51316,0.470411,0.799747,1.024943,1.025733,0.98298,0.584147,0.566845,0.613623,0.671469,0.418078,0.445301,0.396254,0.342497,0.158871,0.052204,0.060157,0.051166,0.075794,0.056733,0.066563,0.04474
0.321433,0.512287,0.510881,0.467943,0.796644,1.021878,1.022659,0.97987,0.583655,0.566672,0.613416,0.671238,0.418102,0.445359,0.396319,0.342503,0.16329,0.052498,0.060447,0.052335,0.075758,0.056583,0.066436,0.044769
0.32195,0.510033,0.508665,0.465539,0.793543,1.018816,1.019585,0.976759,0.583131,0.566497,0.613204,0.670994,0.418138,0.445413,0.39638,0.342514,0.167831,0.052856,0.060797,0.053603,0.075719,0.056439,0.066313,0.044791
0.322686,0.507852,0.506514,0.463202,0.790443,1.015757,1.016512,0.973646,0.582579,0.566322,0.61299,0.670738,0.418185,0.445463,0.396438,0.34253,0.172487,0.053289,0.061216,0.054975,0.075677,0.0563,0.066192,0.044807
0.323643,0.505748,0.50443,0.460933,0.787344,1.0127,1.013439,0.970531,0.581999,0.56615,0.612779,0.670468,0.418242,0.445511,0.396493,0.342549,0.177252,0.053804,0.061711,0.056455,0.075632,0.056165,0.066072,0.044816
0.324822,0.503725,0.502416,0.458735,0.784246,1.009647,1.010367,0.967414,0.581394,0.565982,0.612573,0.670182,0.418307,0.445557,0.396545,0.34257,0.182117,0.054409,0.062289,0.058046,0.075584,0.056035,0.065954,0.04482
0.326222,0.501787,0.500477,0.456609,0.781148,1.006595,1.007294,0.964297,0.580762,0.56582,0.612376,0.669878,0.418378,0.445601,0.396593,0.342593,0.187074,0.055111,0.062959,0.059751,0.075535,0.055908,0.065836,0.044818
0.327842,0.499937,0.498617,0.45456,0.77805,1.003545,1.004221,0.961178,0.580103,0.565665,0.61219,0.669554,0.418453,0.445643,0.396638,0.342615,0.192113,0.055914,0.063725,0.061572,0.075485,0.055786,0.065718,0.044812
0.32968,0.49818,0.496843,0.452593,0.774951,1.000497,1.001146,0.958059,0.579415,0.56552,0.61202,0.669209,0.418529,0.445682,0.396679,0.342636,0.197224,0.056822,0.064594,0.063512,0.075435,0.055669,0.065601,0.044802
0.331731,0.49652,0.495162,0.450712,0.77185,0.997448,0.998068,0.954938,0.578696,0.565384,0.611865,0.66884,0.418604,0.445718,0.396715,0.342654,0.202394,0.057835,0.06557,0.065573,0.075385,0.055557,0.065485,0.044787
0.333991,0.494962,0.493585,0.448924,0.768747,0.994398,0.994988,0.951815,0.577944,0.565258,0.611729,0.668447,0.418675,0.44575,0.396745,0.342668,0.207609,0.058952,0.066655,0.067753,0.075336,0.055451,0.065369,0.044768
0.336455,0.49351,0.492124,0.447238,0.765641,0.991347,0.991906,0.948692,0.577156,0.565145,0.611613,0.668031,0.41874,0.445777,0.39677,0.342677,0.212855,0.060168,0.067851,0.070051,0.075288,0.055352,0.065254,0.044745
0.339114,0.492172,0.49079,0.445663,0.762532,0.988293,0.988821,0.945566,0.576328,0.565044,0.611516,0.66759,0.418799,0.445798,0.396788,0.342679,0.218113,0.061477,0.069157,0.072464,0.075243,0.055259,0.065141,0.044718
0.341961,0.490957,0.489597,0.444209,0.75942,0.985236,0.985732,0.942439,0.575456,0.564958,0.611439,0.667128,0.418847,0.445811,0.396799,0.342673,0.223362,0.062872,0.070571,0.074986,0.075201,0.055174,0.06503,0.044688
0.344982,0.489875,0.488557,0.442891,0.756304,0.982175,0.98264,0.93931,0.574538,0.564887,0.611381,0.666645,0.418886,0.445818,0.396801,0.34266,0.22858,0.064343,0.072087,0.07761,0.075163,0.055097,0.064921,0.044654
0.348167,0.488941,0.487685,0.441724,0.753184,0.97911,0.979545,0.936181,0.573569,0.564832,0.611339,0.666147,0.418913,0.445817,0.396795,0.342638,0.233741,0.065881,0.073696,0.080326,0.075129,0.055028,0.064815,0.044616
0.351497,0.488171,0.486993,0.440726,0.75006,0.976039,0.976447,0.933049,0.572547,0.564793,0.611314,0.665636,0.418928,0.445808,0.39678,0.342609,0.238818,0.067474,0.07539,0.083124,0.0751,0.054966,0.064711,0.044574
0.354958,0.487585,0.4865,0.439917,0.746933,0.972965,0.973346,0.929918,0.57147,0.564773,0.611303,0.665119,0.418932,0.445791,0.396756,0.34257,0.24378,0.069113,0.077158,0.085989,0.075076,0.054911,0.06461,0.044529
0.358529,0.487205,0.486221,0.43932,0.743801,0.969886,0.970242,0.926785,0.570339,0.56477,0.611305,0.6646,0.418925,0.445766,0.396724,0.342524,0.248599,0.070788,0.07899,0.088905,0.075058,0.054862,0.064512,0.044481
0.36219,0.487058,0.486177,0.438958,0.740667,0.966802,0.967135,0.923652,0.569156,0.564786,0.61132,0.664085,0.418908,0.445734,0.396684,0.342471,0.253244,0.072489,0.080874,0.091856,0.075046,0.054819,0.064416,0.044429
0.365919,0.487171,0.486388,0.438859,0.737529,0.963714,0.964026,0.920518,0.567925,0.564819,0.611346,0.663581,0.418882,0.445695,0.396637,0.342411,0.257684,0.07421,0.082799,0.094821,0.07504,0.054782,0.064322,0.044375
0.369694,0.487572,0.486878,0.439048,0.73439,0.960621,0.960914,0.917384,0.566653,0.564869,0.611382,0.663093,0.418849,0.445648,0.396583,0.342346,0.261891,0.075942,0.084755,0.09778,0.075041,0.054749,0.064231,0.044319
