L_FCC_x,L_FM1_x,L_FM2_x,L_FM5_x,R_FCC_x,R_FM1_x,R_FM2_x,R_FM5_x,L_FCC_y,L_FM1_y,L_FM2_y,L_FM5_y,R_FCC_y,R_FM1_y,R_FM2_y,R_FM5_y,L_FCC_z,L_FM1_z,L_FM2_z,L_FM5_z,R_FCC_z,R_FM1_z,R_FM2_z,R_FM5_z
0.82973,1.050742,1.051882,1.018517,0.304857,0.508839,0.511712,0.464207,0.575782,0.543866,0.591102,0.65031,0.406099,0.434612,0.384824,0.331488,0.078196,0.056091,0.067488,0.043878,0.140215,0.049804,0.056339,0.044561
0.827466,1.048541,1.049621,1.016232,0.303989,0.50672,0.509614,0.462207,0.575913,0.543933,0.591204,0.650501,0.406084,0.43473,0.384945,0.3315,0.07821,0.056017,0.067247,0.04378,0.142353,0.049788,0.05632,0.044919
0.825052,1.046193,1.04721,1.013794,0.303127,0.504477,0.507403,0.460086,0.576046,0.544003,0.591311,0.650698,0.406083,0.434857,0.38507,0.331519,0.078219,0.055945,0.067001,0.043679,0.14468,0.049777,0.056307,0.045323
0.822499,1.043709,1.044661,1.011217,0.302295,0.502129,0.505099,0.457861,0.576178,0.544076,0.591422,0.650902,0.406098,0.434991,0.385198,0.331548,0.078222,0.055876,0.066754,0.043575,0.147197,0.049776,0.056304,0.045778
0.819825,1.041105,1.041991,1.008519,0.301518,0.499696,0.502723,0.455553,0.576307,0.54415,0.591535,0.651107,0.406132,0.435133,0.385327,0.331588,0.078218,0.055811,0.06651,0.043469,0.1499,0.049789,0.056313,0.04629
0.817046,1.038394,1.039215,1.005715,0.30082,0.497201,0.500297,0.453183,0.57643,0.544224,0.591647,0.651313,0.406189,0.43528,0.385458,0.331638,0.078205,0.05575,0.066273,0.043364,0.152785,0.049819,0.056341,0.046864
0.814179,1.035592,1.036348,1.002825,0.300224,0.494663,0.497841,0.450773,0.576544,0.544298,0.591758,0.651518,0.406268,0.435431,0.385592,0.331698,0.078182,0.055695,0.066045,0.043259,0.155846,0.049873,0.056393,0.047508
0.81124,1.032715,1.033407,0.999865,0.29975,0.492104,0.495374,0.448343,0.576648,0.54437,0.591865,0.651718,0.406372,0.435585,0.385729,0.331767,0.07815,0.055643,0.065828,0.043156,0.159076,0.049957,0.056476,0.048228
0.808244,1.029773,1.030404,0.996848,0.299415,0.489541,0.492914,0.445912,0.576739,0.544439,0.591967,0.651912,0.4065,0.435739,0.385869,0.331846,0.078106,0.055596,0.065623,0.043055,0.162468,0.050079,0.056595,0.049032
0.805204,1.02678,1.027352,0.993789,0.299235,0.486992,0.490477,0.443499,0.576815,0.544505,0.592062,0.652097,0.406652,0.435892,0.386012,0.331933,0.078052,0.055552,0.065433,0.042959,0.166017,0.050245,0.05676,0.049926
0.802132,1.023746,1.024264,0.990696,0.299223,0.484473,0.48808,0.441117,0.576875,0.544568,0.592151,0.652271,0.406828,0.436044,0.386154,0.332029,0.077988,0.055511,0.065257,0.042867,0.169713,0.050466,0.056978,0.050919
0.799034,1.020679,1.02115,0.987579,0.299387,0.481996,0.485734,0.43878,0.576919,0.544627,0.592232,0.652433,0.407027,0.43619,0.386295,0.332132,0.077915,0.055471,0.065097,0.042779,0.173551,0.05075,0.057258,0.052014
0.79592,1.017587,1.018017,0.984444,0.299737,0.479572,0.483451,0.436499,0.576946,0.544681,0.592306,0.65258,0.407249,0.436328,0.386432,0.332245,0.077835,0.055433,0.064951,0.042697,0.177524,0.051107,0.057609,0.05322
0.792794,1.014476,1.014872,0.981297,0.300276,0.477211,0.481241,0.434282,0.576959,0.544731,0.592373,0.652714,0.407494,0.436457,0.386562,0.332366,0.07775,0.055396,0.06482,0.042621,0.181625,0.051547,0.058037,0.054539
0.789661,1.011351,1.011721,0.978142,0.301007,0.474923,0.479111,0.432135,0.576958,0.544776,0.592433,0.652834,0.407759,0.436575,0.386683,0.332497,0.077662,0.05536,0.064702,0.042549,0.185847,0.05208,0.058552,0.055976
0.786524,1.008218,1.008567,0.974982,0.301932,0.472716,0.477069,0.430064,0.576948,0.544816,0.592485,0.65294,0.408044,0.436679,0.386791,0.332639,0.077571,0.055324,0.064597,0.042482,0.190183,0.052714,0.059158,0.057535
0.783384,1.005079,1.005413,0.971821,0.303049,0.470598,0.475121,0.428073,0.576931,0.54485,0.59253,0.653033,0.408348,0.436769,0.386883,0.332792,0.077481,0.055289,0.064503,0.04242,0.194624,0.053457,0.059862,0.059215
0.780244,1.001938,1.002262,0.968659,0.304356,0.468576,0.473273,0.426166,0.57691,0.54488,0.592569,0.653114,0.408672,0.436842,0.386959,0.33296,0.077394,0.055255,0.064419,0.042361,0.199161,0.054313,0.060669,0.06102
0.777103,0.998797,0.999113,0.965499,0.305849,0.466659,0.47153,0.424347,0.576887,0.544905,0.592603,0.653186,0.409018,0.436897,0.387016,0.333144,0.07731,0.05522,0.064343,0.042306,0.203784,0.055287,0.061581,0.062948
0.773962,0.995656,0.995968,0.962341,0.307525,0.464856,0.4699,0.42262,0.576866,0.544926,0.592631,0.653247,0.409389,0.436933,0.387054,0.333346,0.077232,0.055186,0.064275,0.042255,0.208482,0.05638,0.062602,0.064999
0.770822,0.992517,0.992826,0.959186,0.309378,0.463178,0.468389,0.420993,0.576848,0.544944,0.592656,0.653301,0.40979,0.436947,0.387072,0.333569,0.077162,0.055152,0.064211,0.042206,0.213239,0.057592,0.063732,0.067173
0.76768,0.989379,0.989686,0.956034,0.311401,0.461639,0.467006,0.419472,0.576836,0.544959,0.592678,0.653347,0.41023,0.436938,0.387071,0.333814,0.0771,0.055119,0.064151,0.04216,0.218041,0.05892,0.064972,0.069467
0.764538,0.986242,0.986547,0.952883,0.313588,0.460252,0.46576,0.418067,0.576832,0.544973,0.592698,0.653388,0.410716,0.436904,0.387048,0.334082,0.077047,0.055086,0.064093,0.042117,0.222869,0.06036,0.06632,0.071878
0.761394,0.983106,0.983408,0.949735,0.315928,0.459031,0.464661,0.416789,0.576836,0.544985,0.592716,0.653424,0.411259,0.436844,0.387004,0.334373,0.077004,0.055053,0.064037,0.042077,0.227703,0.061906,0.067773,0.074401
0.758248,0.979971,0.980269,0.946589,0.318412,0.457992,0.463721,0.415652,0.576851,0.544998,0.592733,0.653456,0.41187,0.436756,0.386938,0.334687,0.076971,0.055021,0.063982,0.04204,0.23252,0.063549,0.069328,0.077032
0.755099,0.976836,0.977129,0.943443,0.32103,0.457151,0.462953,0.41467,0.576876,0.54501,0.59275,0.653487,0.412559,0.436636,0.386847,0.335019,0.076947,0.054991,0.063927,0.042004,0.237295,0.065278,0.07098,0.079764
0.751947,0.9737,0.973987,0.940297,0.323768,0.456526,0.462372,0.413862,0.576912,0.545023,0.592768,0.653517,0.413337,0.436483,0.386731,0.335367,0.076932,0.054961,0.063873,0.04197,0.242002,0.067084,0.072725,0.082588
0.748791,0.970563,0.970844,0.937151,0.326613,0.456137,0.461995,0.413247,0.57696,0.545037,0.592787,0.653547,0.414212,0.436295,0.386587,0.335723,0.076927,0.054933,0.06382,0.041938,0.246612,0.068953,0.074557,0.085497
0.745631,0.967424,0.967698,0.934005,0.329553,0.456003,0.46184,0.412848,0.577019,0.545052,0.592808,0.653577,0.415194,0.43607,0.386412,0.33608,0.076931,0.054907,0.063768,0.041907,0.251098,0.070873,0.07647,0.088478
0.742465,0.964285,0.964551,0.930858,0.332574,0.456145,0.461926,0.412687,0.577091,0.545069,0.592832,0.653608,0.416286,0.435807,0.386207,0.336429,0.076943,0.054881,0.063717,0.041877,0.25543,0.072834,0.078458,0.091522
0.739294,0.961144,0.961402,0.927711,0.335664,0.456582,0.462271,0.412787,0.577173,0.545087,0.592858,0.65364,0.417494,0.435505,0.385969,0.336761,0.076963,0.054857,0.063667,0.041847,0.259581,0.074821,0.080516,0.094614
0.736117,0.958001,0.958252,0.924562,0.338813,0.457333,0.462896,0.413171,0.577268,0.545107,0.592886,0.653673,0.418816,0.435165,0.385698,0.33707,0.076991,0.054833,0.063618,0.041819,0.263524,0.076825,0.082635,0.097739
0.732935,0.954857,0.955102,0.921411,0.342011,0.458411,0.463817,0.413858,0.577373,0.545128,0.592916,0.653705,0.420248,0.434789,0.385397,0.337348,0.077026,0.05481,0.063572,0.041792,0.267238,0.078831,0.084805,0.10088
0.729747,0.951712,0.95195,0.91826,0.345252,0.459828,0.46505,0.414868,0.577487,0.545151,0.592947,0.653738,0.421783,0.434382,0.385069,0.337594,0.077067,0.054788,0.063529,0.041765,0.270702,0.080827,0.087016,0.104015
0.726553,0.948565,0.948799,0.915106,0.348532,0.461592,0.466606,0.416213,0.577609,0.545174,0.592977,0.653769,0.423409,0.433952,0.384722,0.337805,0.077114,0.054766,0.063488,0.04174,0.273899,0.082798,0.08925,0.10712
0.723355,0.945417,0.945647,0.911951,0.351849,0.463701,0.468492,0.417903,0.577736,0.545199,0.593006,0.6538,0.425111,0.433509,0.384364,0.337986,0.077165,0.054745,0.063449,0.041715,0.276819,0.084728,0.091488,0.110172
0.720153,0.942268,0.942495,0.908794,0.355205,0.466154,0.47071,0.419943,0.577864,0.545224,0.593034,0.65383,0.426869,0.433062,0.384006,0.33814,0.07722,0.054724,0.063413,0.041691,0.279451,0.086599,0.093709,0.113141
0.71695,0.939117,0.939342,0.905635,0.358602,0.468942,0.473257,0.422333,0.577988,0.54525,0.593059,0.653859,0.428662,0.432627,0.383663,0.338274,0.077276,0.054705,0.06338,0.041667,0.28179,0.088395,0.095887,0.115999
0.713747,0.935965,0.936188,0.902473,0.362045,0.472056,0.476127,0.425068,0.578106,0.545275,0.593082,0.653886,0.430468,0.432218,0.383349,0.338397,0.077332,0.054686,0.063349,0.041644,0.283834,0.090098,0.097997,0.118716
0.710546,0.93281,0.933033,0.89931,0.365537,0.475482,0.479313,0.428139,0.578214,0.545301,0.593102,0.653912,0.432263,0.431849,0.383076,0.338519,0.077386,0.054668,0.063321,0.041621,0.285581,0.091692,0.100013,0.121263
0.707346,0.929653,0.929876,0.896145,0.369083,0.479207,0.482806,0.431534,0.578309,0.545326,0.59312,0.653936,0.434026,0.431536,0.382857,0.338649,0.077438,0.054651,0.063294,0.041599,0.287033,0.093163,0.101913,0.123613
0.704148,0.926494,0.926717,0.892977,0.37269,0.48322,0.486599,0.435242,0.578391,0.545351,0.593135,0.653959,0.435735,0.431289,0.382701,0.338798,0.077487,0.054634,0.06327,0.041576,0.288192,0.094499,0.103676,0.12574
0.700953,0.923332,0.923555,0.889808,0.376359,0.487506,0.490685,0.439247,0.57846,0.545375,0.593147,0.653981,0.437373,0.431122,0.382613,0.338974,0.077533,0.054619,0.063248,0.041554,0.289061,0.095688,0.105285,0.127622
0.69776,0.920168,0.92039,0.886637,0.380095,0.492058,0.495059,0.443537,0.578516,0.545398,0.593158,0.654004,0.438923,0.431041,0.382599,0.339185,0.077577,0.054604,0.063226,0.041531,0.289644,0.096726,0.106725,0.129239
0.694568,0.917002,0.917222,0.883463,0.3839,0.496865,0.499716,0.448098,0.578561,0.54542,0.593168,0.654026,0.440372,0.431053,0.382662,0.339438,0.077618,0.05459,0.063206,0.041509,0.289943,0.097606,0.107987,0.130578
0.691379,0.913835,0.914052,0.880288,0.387776,0.501922,0.504652,0.45292,0.578596,0.545442,0.593177,0.65405,0.441708,0.431161,0.382804,0.339736,0.077657,0.054577,0.063186,0.041486,0.289963,0.098327,0.109062,0.131628
0.68819,0.910666,0.91088,0.877111,0.391723,0.507221,0.509861,0.457996,0.578623,0.545463,0.593187,0.654073,0.442925,0.431367,0.383024,0.340083,0.077693,0.054565,0.063165,0.041462,0.289705,0.098889,0.109946,0.132384
0.685002,0.907497,0.907707,0.873934,0.395742,0.512757,0.515337,0.463317,0.578644,0.545484,0.593199,0.654098,0.444016,0.431669,0.383325,0.340477,0.077727,0.054554,0.063144,0.041439,0.289174,0.099292,0.110638,0.132845
0.681815,0.904327,0.904532,0.870756,0.399834,0.518526,0.521074,0.46888,0.57866,0.545504,0.593212,0.654123,0.444979,0.432066,0.383703,0.340917,0.077759,0.054544,0.063123,0.041415,0.28837,0.09954,0.111136,0.133013
0.678628,0.901157,0.901357,0.867578,0.403999,0.524524,0.527064,0.47468,0.578673,0.545524,0.593228,0.654148,0.445815,0.432553,0.384158,0.3414,0.077789,0.054535,0.063101,0.041391,0.287297,0.099634,0.111443,0.132895
0.67544,0.897987,0.898183,0.8644,0.40824,0.53075,0.533296,0.480715,0.578683,0.545544,0.593246,0.654172,0.446525,0.433122,0.384688,0.341922,0.077818,0.054527,0.063079,0.041367,0.285957,0.09958,0.111561,0.132502
0.672252,0.894819,0.895009,0.861224,0.412558,0.537202,0.539761,0.486982,0.578693,0.545565,0.593266,0.654197,0.447115,0.433764,0.385288,0.342475,0.077845,0.054519,0.063056,0.041343,0.284351,0.099383,0.111494,0.131847
0.669062,0.891652,0.891837,0.858049,0.416959,0.543878,0.546448,0.49348,0.578703,0.545585,0.59329,0.654223,0.447593,0.434468,0.385955,0.343055,0.077871,0.054512,0.063033,0.041317,0.282484,0.09905,0.111249,0.130943
0.66587,0.888486,0.888666,0.854875,0.421446,0.550778,0.553349,0.500203,0.578715,0.545608,0.593316,0.654248,0.447967,0.435222,0.386679,0.343653,0.077896,0.054506,0.063008,0.041291,0.280357,0.098588,0.110833,0.129806
0.662676,0.885321,0.885497,0.851703,0.426026,0.557901,0.560456,0.507148,0.578729,0.545631,0.593346,0.654275,0.448246,0.436012,0.387451,0.344262,0.07792,0.0545,0.062983,0.041264,0.277976,0.098005,0.110255,0.128453
0.659478,0.882158,0.88233,0.848532,0.430706,0.565245,0.567764,0.514308,0.578746,0.545656,0.593378,0.654302,0.448441,0.436826,0.388259,0.344876,0.077941,0.054494,0.062956,0.041235,0.275344,0.097308,0.109525,0.126899
0.656276,0.878997,0.879166,0.845363,0.435493,0.572805,0.575264,0.521676,0.578767,0.545683,0.593413,0.654331,0.448562,0.437649,0.389089,0.345488,0.077962,0.054488,0.062928,0.041204,0.272469,0.096504,0.108657,0.125161
0.653071,0.875838,0.876003,0.842196,0.440395,0.580578,0.582953,0.529243,0.57879,0.545711,0.593449,0.654361,0.448621,0.438468,0.389927,0.346092,0.077982,0.054483,0.062899,0.041172,0.269356,0.0956,0.107661,0.123255
0.649861,0.872681,0.872842,0.839031,0.445419,0.588557,0.590823,0.537001,0.578817,0.545741,0.593486,0.654393,0.448628,0.439274,0.390759,0.346681,0.078002,0.054478,0.062869,0.041139,0.266013,0.094604,0.106551,0.121197
0.646647,0.869526,0.869683,0.835867,0.450569,0.596731,0.598869,0.544941,0.578848,0.545773,0.593525,0.654427,0.448596,0.440053,0.391571,0.347248,0.078021,0.054474,0.062837,0.041103,0.262448,0.09352,0.105339,0.119005
0.64343,0.866373,0.866525,0.832704,0.455851,0.60509,0.607082,0.553054,0.578881,0.545807,0.593564,0.654462,0.448537,0.440799,0.39235,0.347787,0.078042,0.054469,0.062804,0.041066,0.258669,0.092355,0.104038,0.116694
0.640212,0.863223,0.863369,0.829542,0.461267,0.613622,0.615454,0.56133,0.578916,0.545841,0.593604,0.654499,0.448462,0.441502,0.393083,0.348292,0.078065,0.054465,0.062769,0.041027,0.254687,0.091113,0.10266,0.114282
0.636995,0.860074,0.860214,0.82638,0.466822,0.622314,0.623976,0.56976,0.578952,0.545877,0.593644,0.654537,0.448382,0.442154,0.393761,0.348755,0.07809,0.054461,0.062733,0.040986,0.250511,0.089799,0.101218,0.111787
0.633783,0.856928,0.85706,0.823218,0.472519,0.631155,0.632637,0.578336,0.578986,0.545913,0.593685,0.654577,0.448304,0.442747,0.394376,0.349172,0.078118,0.054457,0.062694,0.040944,0.246154,0.088422,0.099721,0.109224
0.630579,0.853784,0.853907,0.820054,0.478359,0.640133,0.641426,0.587048,0.579017,0.54595,0.593727,0.654617,0.448235,0.443274,0.394919,0.349537,0.07815,0.054452,0.062655,0.040901,0.241627,0.086988,0.098183,0.106609
0.627388,0.850641,0.850756,0.816888,0.484345,0.649235,0.650334,0.595887,0.579042,0.545988,0.593768,0.654658,0.448179,0.44373,0.395385,0.349845,0.078185,0.054447,0.062614,0.040857,0.236944,0.085504,0.096612,0.103957
0.624213,0.8475,0.847606,0.81372,0.490479,0.65845,0.659348,0.604846,0.579059,0.546026,0.59381,0.654698,0.448141,0.44411,0.395771,0.350093,0.078224,0.05444,0.062571,0.040811,0.232119,0.083978,0.095018,0.101282
0.621057,0.84436,0.844457,0.810548,0.49676,0.667767,0.668461,0.613915,0.579067,0.546064,0.593851,0.654739,0.448119,0.444412,0.396072,0.350277,0.078266,0.054433,0.062528,0.040765,0.227168,0.08242,0.093413,0.098596
0.617919,0.841221,0.841308,0.807372,0.503188,0.677174,0.677661,0.623086,0.579065,0.546103,0.593891,0.654779,0.448114,0.444632,0.396288,0.350397,0.078311,0.054424,0.062485,0.040718,0.222105,0.080837,0.091803,0.095911
0.614799,0.838082,0.83816,0.80419,0.509761,0.686663,0.68694,0.63235,0.579053,0.546141,0.59393,0.654818,0.448121,0.444771,0.396418,0.350451,0.078356,0.054413,0.062442,0.040669,0.216948,0.079241,0.090199,0.093237
0.611695,0.834943,0.835013,0.801002,0.516479,0.696226,0.696288,0.6417,0.579035,0.54618,0.593967,0.654857,0.448135,0.444828,0.396464,0.350439,0.078403,0.054399,0.062398,0.04062,0.211713,0.07764,0.088606,0.090582
0.608603,0.831803,0.831866,0.797809,0.523338,0.705854,0.705698,0.651128,0.579011,0.546219,0.594004,0.654896,0.448147,0.444805,0.396428,0.350361,0.078452,0.054383,0.062355,0.040568,0.206419,0.076045,0.087034,0.087956
0.605522,0.828662,0.828719,0.794609,0.530334,0.71554,0.715161,0.660627,0.578984,0.546256,0.594038,0.654934,0.448148,0.444705,0.396314,0.35022,0.078504,0.054364,0.062312,0.040516,0.201085,0.074466,0.085488,0.085365
0.602446,0.825519,0.825573,0.791403,0.537465,0.725278,0.724672,0.67019,0.578957,0.546293,0.594072,0.654971,0.448124,0.444531,0.396126,0.350017,0.078559,0.054342,0.06227,0.040462,0.19573,0.072913,0.083975,0.082815
0.599374,0.822374,0.822426,0.788193,0.544726,0.735061,0.734224,0.679812,0.57893,0.546328,0.594104,0.655008,0.44806,0.444288,0.39587,0.349756,0.078616,0.054317,0.062228,0.040408,0.190373,0.071397,0.082503,0.080313
0.596301,0.819226,0.81928,0.78498,0.55211,0.744883,0.743813,0.689486,0.578905,0.546363,0.594136,0.655044,0.447943,0.443983,0.395552,0.349441,0.078677,0.054289,0.062187,0.040353,0.185034,0.069927,0.081078,0.077865
0.593223,0.816076,0.816133,0.781767,0.559613,0.754739,0.753433,0.699208,0.578882,0.546396,0.594166,0.655077,0.447758,0.443621,0.395178,0.349074,0.078742,0.054258,0.062147,0.0403,0.179728,0.068513,0.079707,0.075476
0.590137,0.812922,0.812984,0.778554,0.567226,0.764621,0.763079,0.708974,0.578861,0.546427,0.594195,0.655109,0.447496,0.443211,0.394755,0.34866,0.078812,0.054225,0.062107,0.040249,0.174471,0.067163,0.078396,0.073152
0.587041,0.809765,0.809835,0.775346,0.574943,0.77452,0.772747,0.71878,0.578842,0.546458,0.594224,0.655139,0.447147,0.44276,0.394291,0.348204,0.078885,0.054189,0.062068,0.0402,0.169275,0.065887,0.077151,0.070901
0.583934,0.806604,0.806684,0.772141,0.582757,0.78443,0.782432,0.728621,0.578824,0.546487,0.594251,0.655166,0.446704,0.442275,0.393793,0.347708,0.078961,0.054151,0.062029,0.040154,0.164154,0.064692,0.075979,0.068729
0.580815,0.803441,0.803532,0.768941,0.590661,0.79434,0.792127,0.738494,0.578806,0.546515,0.594277,0.655191,0.446162,0.441764,0.393268,0.347178,0.07904,0.054111,0.06199,0.040112,0.159117,0.063584,0.074887,0.066642
0.577683,0.800275,0.800378,0.765746,0.598648,0.804243,0.801827,0.748394,0.578784,0.546542,0.594302,0.655215,0.445517,0.441231,0.392722,0.346618,0.079118,0.054071,0.06195,0.040073,0.154177,0.062569,0.073878,0.064647
0.57454,0.797107,0.797224,0.762558,0.606711,0.814129,0.811527,0.758314,0.578756,0.546568,0.594324,0.655236,0.44477,0.440683,0.392162,0.346032,0.079195,0.054029,0.06191,0.040037,0.149342,0.061653,0.07296,0.062751
0.571387,0.793939,0.79407,0.759375,0.614842,0.823989,0.821219,0.768251,0.578723,0.546591,0.594343,0.655256,0.443922,0.440125,0.391593,0.345424,0.079267,0.053988,0.06187,0.040006,0.144622,0.060841,0.072137,0.06096
0.568227,0.790771,0.790917,0.756198,0.623035,0.833815,0.830897,0.778196,0.578684,0.546613,0.59436,0.655275,0.44298,0.439561,0.391019,0.344797,0.079334,0.053947,0.061828,0.039977,0.140024,0.060135,0.071413,0.05928
0.565064,0.787606,0.787766,0.753029,0.631282,0.8436,0.840554,0.788142,0.578642,0.546633,0.594372,0.655292,0.44195,0.438994,0.390445,0.344156,0.079395,0.053909,0.061786,0.039953,0.135557,0.059541,0.070794,0.057716
0.5619,0.784445,0.784617,0.749867,0.639574,0.853334,0.850181,0.798081,0.578597,0.546649,0.594382,0.655307,0.440842,0.438427,0.389873,0.343505,0.079451,0.053872,0.061742,0.039931,0.131228,0.059061,0.070283,0.056274
0.558738,0.78129,0.781471,0.746713,0.647904,0.863011,0.85977,0.808003,0.578552,0.546663,0.594388,0.655322,0.43967,0.437862,0.389305,0.342847,0.0795,0.053839,0.061698,0.039912,0.127043,0.058699,0.069884,0.054957
0.555579,0.778142,0.778329,0.743565,0.656263,0.872622,0.869311,0.817896,0.578506,0.546673,0.594392,0.655335,0.438446,0.437302,0.388744,0.342185,0.079543,0.053809,0.061652,0.039896,0.123009,0.058457,0.069602,0.053771
0.552424,0.775002,0.77519,0.740424,0.664641,0.88216,0.878796,0.827752,0.578461,0.546682,0.594394,0.655347,0.437187,0.436747,0.388189,0.341524,0.079581,0.053783,0.061605,0.03988,0.11913,0.058338,0.069439,0.052717
0.549275,0.771869,0.772056,0.737287,0.673028,0.891619,0.888215,0.837558,0.578418,0.546688,0.594394,0.655359,0.435907,0.436197,0.387641,0.340866,0.079613,0.05376,0.061556,0.039864,0.115411,0.058345,0.069399,0.051799
0.546132,0.768743,0.768924,0.734151,0.681414,0.90099,0.897558,0.847303,0.578376,0.546694,0.594394,0.655369,0.43462,0.435656,0.387102,0.340214,0.079641,0.053739,0.061506,0.039848,0.111858,0.058481,0.069483,0.051018
0.542996,0.765621,0.765797,0.731016,0.689789,0.910268,0.906815,0.856974,0.578339,0.546698,0.594393,0.65538,0.433339,0.435122,0.386571,0.339572,0.079666,0.053722,0.061455,0.03983,0.108473,0.058747,0.069693,0.050377
0.539868,0.762505,0.762673,0.72788,0.698143,0.919446,0.915977,0.866561,0.578307,0.546702,0.594394,0.65539,0.432075,0.434598,0.386048,0.338943,0.079689,0.053705,0.061402,0.03981,0.105261,0.059147,0.070031,0.049875
0.536747,0.75939,0.759552,0.724742,0.706465,0.928515,0.925032,0.876051,0.578283,0.546705,0.594398,0.6554,0.430835,0.434086,0.385535,0.338328,0.079714,0.05369,0.061348,0.039788,0.102223,0.059679,0.070497,0.049515
0.533634,0.756276,0.756434,0.721602,0.714745,0.937468,0.933971,0.885433,0.578268,0.546707,0.594404,0.65541,0.429628,0.433586,0.385033,0.33773,0.079743,0.053675,0.061294,0.039763,0.099362,0.060345,0.071091,0.049295
0.530527,0.753161,0.753318,0.718459,0.722973,0.946296,0.942784,0.894695,0.578264,0.546708,0.594414,0.65542,0.428458,0.433102,0.384544,0.337151,0.079779,0.053658,0.061239,0.039737,0.09668,0.061143,0.071812,0.049217
0.527425,0.750042,0.750203,0.715312,0.731139,0.95499,0.951463,0.903827,0.578271,0.546707,0.594427,0.65543,0.42733,0.432634,0.384069,0.336594,0.079824,0.05364,0.061183,0.039709,0.094176,0.062072,0.072659,0.049279
0.524327,0.746919,0.747091,0.712162,0.73923,0.96354,0.959997,0.912819,0.578286,0.546704,0.594443,0.65544,0.426246,0.432187,0.383612,0.33606,0.079879,0.053619,0.061128,0.039679,0.09185,0.06313,0.07363,0.04948
0.521229,0.743791,0.743981,0.709009,0.747238,0.971936,0.968378,0.921663,0.578307,0.546699,0.594462,0.65545,0.425205,0.431763,0.383177,0.335552,0.079943,0.053594,0.061073,0.039648,0.089701,0.064314,0.074724,0.049819
0.518132,0.740659,0.740872,0.705853,0.755149,0.98017,0.976598,0.93035,0.578332,0.546692,0.594483,0.65546,0.424207,0.431366,0.382765,0.335071,0.080016,0.053567,0.06102,0.039617,0.087727,0.06562,0.075937,0.050292
0.515033,0.737524,0.737765,0.702694,0.762951,0.988231,0.984648,0.938871,0.578359,0.546686,0.594506,0.655471,0.42325,0.431,0.382383,0.334621,0.080097,0.053537,0.060966,0.039585,0.085923,0.067046,0.077266,0.050898
0.511933,0.734387,0.734658,0.699531,0.770633,0.99611,0.99252,0.947221,0.578386,0.54668,0.594531,0.655482,0.42233,0.430667,0.382032,0.334203,0.080184,0.053505,0.060913,0.039553,0.084284,0.068587,0.078708,0.051633
0.508831,0.73125,0.731552,0.696365,0.778182,1.003797,1.000205,0.955391,0.578412,0.546677,0.594557,0.655493,0.421444,0.430373,0.381719,0.333817,0.080278,0.053473,0.060858,0.039521,0.082806,0.070237,0.080259,0.052494
0.505727,0.728113,0.728444,0.693197,0.785585,1.011284,1.007694,0.963376,0.578435,0.546677,0.594585,0.655505,0.42059,0.43012,0.381446,0.333467,0.080376,0.05344,0.060802,0.039489,0.081482,0.071991,0.081912,0.053477
0.502622,0.724977,0.725335,0.690025,0.792829,1.01856,1.014981,0.971167,0.578456,0.54668,0.594613,0.655516,0.419766,0.429911,0.381218,0.333152,0.08048,0.053407,0.060744,0.039457,0.080302,0.073839,0.083661,0.054578
0.499516,0.721843,0.722223,0.686851,0.799903,1.025617,1.022054,0.978757,0.578472,0.546686,0.594641,0.655527,0.418969,0.42975,0.381038,0.332873,0.080587,0.053374,0.060685,0.039426,0.07926,0.075772,0.085497,0.055789
0.49641,0.718711,0.719108,0.683674,0.806794,1.032444,1.028908,0.986138,0.578483,0.546695,0.594669,0.655538,0.418202,0.429637,0.380906,0.332631,0.080699,0.053341,0.060625,0.039395,0.078344,0.077779,0.087412,0.057105
0.493303,0.715581,0.71599,0.680495,0.813491,1.039034,1.035533,0.993301,0.578489,0.546707,0.594695,0.655549,0.417466,0.429574,0.380825,0.332426,0.080814,0.053308,0.060565,0.039365,0.077544,0.079845,0.089395,0.058515
0.490197,0.712453,0.712867,0.677315,0.819982,1.045377,1.041921,1.000235,0.578489,0.54672,0.594719,0.65556,0.416766,0.429561,0.380793,0.332259,0.080933,0.053275,0.060504,0.039336,0.07685,0.081957,0.091431,0.060006
0.487092,0.709328,0.709742,0.674134,0.826256,1.051466,1.048063,1.006928,0.578482,0.546735,0.594742,0.655571,0.416109,0.429595,0.380809,0.332129,0.081056,0.053242,0.060445,0.039307,0.076251,0.084098,0.093507,0.061565
0.48399,0.706206,0.706616,0.670954,0.832302,1.057291,1.053949,1.013367,0.578468,0.546752,0.594764,0.655583,0.415501,0.429677,0.38087,0.332037,0.081183,0.053207,0.060386,0.039278,0.075735,0.086251,0.095604,0.063174
0.48089,0.703087,0.70349,0.667775,0.838106,1.062846,1.05957,1.019538,0.578446,0.54677,0.594786,0.655594,0.414951,0.429803,0.380972,0.331983,0.081316,0.053172,0.060329,0.03925,0.075291,0.088397,0.097703,0.064811
0.477795,0.699973,0.700366,0.664598,0.843655,1.068123,1.064915,1.025425,0.578416,0.546789,0.594808,0.655605,0.414466,0.429968,0.38111,0.331967,0.081455,0.053136,0.060273,0.039221,0.07491,0.090516,0.099782,0.066455
0.474704,0.696864,0.697245,0.661423,0.848933,1.073113,1.069974,1.031012,0.578379,0.546809,0.59483,0.655616,0.414051,0.430168,0.381279,0.331988,0.081601,0.053098,0.060218,0.039194,0.074579,0.092589,0.101818,0.068082
